1000 3
11.601592	9.378594	1
9.740907	10.70425	1
10.174768	9.904886	1
8.501039	9.952353	1
9.697977	8.769682	1
10.119264	10.497357	1
10.188985	9.726158	1
10.458181	9.744065	1
7.630161	10.726848	1
10.394974	9.513095	1
9.335508	9.2628	1
10.044197	8.081063	1
9.828752	8.669228	1
9.363743	10.353638	1
9.235148	9.730249	1
11.731264	10.731282	1
10.14535	10.778952	1
10.703151	9.70151	1
11.204121	9.383293	1
10.09367	10.058641	1
9.30804	10.012994	1
10.261021	9.4731	1
9.297974	11.006531	1
11.681428	9.228153	1
10.274173	12.246774	1
10.175198	9.268173	1
11.186231	10.091821	1
9.136936	8.908037	1
10.681032	10.205602	1
11.316539	8.109046	1
10.828367	9.265273	1
10.942564	8.206994	1
10.209104	7.893545	1
9.410282	10.464697	1
10.294421	9.701476	1
10.860456	8.386565	1
8.331217	8.57043	1
9.533127	9.262659	1
11.576624	9.028627	1
9.868258	8.144635	1
9.077684	9.569726	1
9.208288	11.977428	1
9.558037	8.660955	1
8.952702	8.125228	1
9.967608	8.095401	1
10.955371	10.124265	1
10.919759	10.745235	1
10.01028	11.619443	1
10.180425	10.41497	1
7.995886	9.516442	1
10.328624	10.336887	1
9.995933	9.907891	1
9.75905	8.182672	1
9.578316	8.69759	1
10.01476	11.133442	1
7.581595	11.589857	1
9.764222	10.987345	1
10.437689	10.378437	1
11.979187	11.347751	1
7.63447	10.965593	1
10.742458	10.01198	1
10.767131	8.890576	1
10.087249	11.632062	1
9.90029	11.034397	1
10.938637	9.213284	1
10.330197	11.549179	1
10.944543	8.093315	1
10.901309	9.171805	1
8.955522	8.222421	1
9.241796	8.803269	1
7.81157	9.958844	1
10.194977	9.738568	1
10.294663	8.456358	1
11.118909	10.147628	1
9.70537	10.876951	1
11.14445	10.186474	1
8.41731	10.11965	1
9.419531	10.185609	1
12.308965	8.467492	1
8.014215	10.271638	1
9.4378	9.793286	1
9.150119	10.818783	1
8.847311	9.965769	1
10.238523	8.799549	1
13.267376	8.611047	1
9.855848	8.957016	1
10.13468	11.623765	1
10.964104	9.699613	1
10.386196	10.169923	1
11.058029	10.289463	1
9.479706	10.589431	1
9.56073	9.359691	1
10.3979	9.239638	1
9.315108	9.731584	1
9.542382	9.338955	1
9.747799	10.212857	1
9.036984	9.882095	1
9.449357	10.103473	1
10.79939	9.419	1
10.314101	11.246083	1
9.132893	9.783118	1
10.449707	10.75765	1
8.478298	8.340549	1
8.50376	9.366129	1
9.999131	9.146503	1
8.817375	9.362221	1
10.284671	10.391999	1
11.128331	8.794525	1
10.105752	8.91143	1
10.534473	10.185547	1
10.183454	8.048149	1
8.850355	9.433	1
10.252087	10.177491	1
9.952414	9.205972	1
8.891251	10.392942	1
10.200894	9.85855	1
8.327737	10.764766	1
9.922514	10.972597	1
